ACAD Sample Number,Genetic Sex,Sample QC'd in Online db & lab work files?,Extraction,Est. Amt. of Extract left,Bone left?,PCR,LibraryPrep,Est. Amt. of Post-Bst library left in tram barn,P5 Adapter Sequence,P7 Adapter Sequence,Tapestation File,Post-cleanup Concentration,Shotgun Sequencing Run,Sequencing Index,Shotgun Screening %Endogenous,Shotgun Screening %Clonality,Est. Amt. of PCR-amplified Library left in Darling,Capture Mito,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,WMG Capture Sequencing Run,Sequencing Index,Capture 10k,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,SNP Capture Sequencing Run,Sequencing Index,WMG?,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Date of entry into ACAD,ACAD Location,Sample Number,ABC/Oxford Sample Number,Group Number,Sample Description,Genus,Species,Sub species,Category of Sample,Sample Details,Sample Notes,Region,Country,State,Locality,Specific Location,Latitude,Longitude,How location was obtained,Datum,Collection Details,Collection Notes,Date Collected,Collected by,Quality,Museum Name,Museum Accession Number,Sampled by,Date Sampled,ACAD Location,Carbon Date,Mismatch reason,Extracted By/ Date,Date of entry into ACAD,Import permit #,Notes,Sample repatriated,Bone left?,DNA extract?,Museum,Accn. No.,Radiocarbon Accn. No.,Age ,Cal,SE,N/S,Genbank #,# gens,Sample Reference,Date Source,Centre,Centre_num,Stage,Date,Error,OxCal4.2 Int13 Mean calBP,del13      ,del15      ,Sample Reference,Centre,Centre_num,Date,Error,del13      ,del15      ,Centre,Centre_num,Date,Error,del13      ,del15      ,Shapiro?,Shapiro Success?
951,,,BS315,,,,BLP32.10/BLP42.08,,,,,,,,0.0007715019065,,,BHC27.04,,,,,,,,,,Shotgun/BHC27.04-6.2.17,,,,GP0000,,Bone,BS315,Bison - Alaska,,GP0000,,Bone,BS315,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07583,GP0000,0,Bison,,,Bone,astr,"found near an archaeological site, probably  associated._x000B__x000B_comp III",Alaska,United States,,Fairbanks,Gerstle River ,64.06,-145.14,From Metcalf et al. 2012 SI data,,,,2000,,,UAF/Archeo,VA-2000-54-776 b?/VA-2000-54-77,Alan and Beth,1-Aug-01,Bison - Alaska,8960+-70,,BS315,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAF,VA-2000-54-77,,8960±70,,,NA,NA,NA,,Shapiro et al. 2004,UNK,,Holocene,8960,70,10064,,,,,,,,,,,,,,,,Shapiro,N
952,,,BS328/BOV09.02,,,+,BLP16.02,,,,,,,,0.315845238552,,,,,,,,,,,,,Shotgun3.23.17,,,,GP0000,,Bone,BS328,Bison - Russia,,GP0000,,Bone,BS328,Bison - Russia,31-May-01,Bison - Russia,0,ABC07587,GP0000,0,Bison?,,,Bone,tibia?,,Siberia,Russia,,Kolyma lowland,"Duvanny Yar, in camp",68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,collected from permafrost/ChNRS,CRS-IC-4,Ian Barnes,1-Jul-00,Bison - Russia,OxA-12088 C14=31690+-180,,BS328,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS328/CRS.IC.4,ACAD db/Shapiro et al. 2004,OxA,12088,Late Pleistocene,31690,180,35583,-19.7,8.5,,,,,,,,,,,,,,Shapiro,Y
953,,,BS321,,,,BLP35.01/BLP42.07,,,,,,,,0.000347714446198,,,BHC29.10,,,,,,,,,,Shotgun/BHC29.10-6.2.17,,,,GP0000,,DNA Extract,BS321,Bison - Alaska,,GP0000,,DNA Extract,BS321,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07585,GP0000,0,Bison,,,DNA Extract,metatarsal,"found near an archaeological site, but probably not associated.",Alaska,United States,AK,Fairbanks,Gerstle River cut bank,64.06,-145.14,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1997,,,UAF/Archeo,XMH-246_x000B_UA-97-061-231,Beth Shapiro,1-Aug-01,Bison - Alaska,OxA-11962 C149506+-38,,BS321,31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,n,y,UAF,XMH-246,OxA-11962,9506±38,10785,134,n,AY748604,2696.25,BS321/XMH-246,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11962,Holocene,9506,38,10845,-20.0,3.3,,,,,,,,,,,,,,Shapiro,Y
954,,,BS320/BOV09.03,,,+,BLP16.03,,,,,,,,0.447205406414,,,,,,,,,,,,,Shotgun3.23.17,,Y-85%+,,GP0000,,Bone,BS320,Bison - Russia,,GP0000,,Bone,BS320,Bison - Russia,31-May-01,Bison - Russia,0,ABC07574,GP0000,0,Bison,,,Bone,metax,,Siberia,Russia,,Kolyma lowland,duvanny Yar 1997,68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,collected from permafrost_x000B_/ChNRS,CRS-IC-28,Ian Barnes,1-Jul-00,Bison - Russia,OxA-11133 C14=49600+-1500,,BS320,31-May-01,200507186,sampled 11-4-02 allisair pike - Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS320/CRS.IC.28,ACAD db/Shapiro et al. 2004,OxA,11133,Late Pleistocene,49600,1500,50075,-19.7,8.8,,,,,,,,,,,,,,Shapiro,Y
955,F,,BS314,,,,BLP35.02,,,,,,,,0.323414680467,,,BHC28.14,,,,,,,,,,Shotgun/BHC28.14-6.2.17,,,,GP0000,,Bone,BS314,Bison - Russia,,GP0000,,Bone,BS314,Bison - Russia,31-May-01,Bison - Russia,0,ABC07575,GP0000,0,Bison,,,Bone,radius,,Siberia,Russia,,,"Novosibirsk Islands, Zimovye River",Unknown location,,,,,,,,,Andre Sher/PIN,BL-0242-R,Ian Barnes,,Bison - Russia,OxA-11134 C14>59100,,BS314,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS314/BL-0242-R,ACAD db/Shapiro et al. 2004,OxA,11134,Late Pleistocene,59100,0,,-19.9,6,,,,,,,,,,,,,,Shapiro,Y
956,M,,BS323,,,,BLP35.03,,,,,,,,0.295578184684,,,BHC22.05,,,,,,,,,,Shotgun/Shotgun3.23.17,,Y-85%+,,GP0000,,DNA Extract,BS323,,,GP0000,,DNA Extract,BS323,,31-May-01,0,0,ABC07586,GP0000,0,Bison,,,DNA Extract,mc?,juvenile,Siberia,Russia,,,"Novosibirsk Islands, Zimovye River",Unknown location,,,,,,,,,Andre Sher/PIN,BL-0722-L,Ian Barnes,23-Jun-09,0,OxA-11224 C14==37810+-380,,BS323,31-May-01,200507186,"only DNA extract, bag not found at the ACAD on sept 08 (Bastien Llamas)",,,,,,,,,,,,,BS323/BL-0722-L,ACAD db/Shapiro et al. 2004,OxA,11224,Late Pleistocene,37810,380,42121,-20.1,7.2,,,,,,,,,,,,,,Shapiro,Y
957,,,BS231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Other,BS231,,,GP0000,,Other,BS231,,31-May-01,0,0,ABC07342,GP0000,0,Bison,,,Other,?,,Canada,Canada,,,"Maitland Pt, NWT",70.1083333,-127.9333333,Estimated from locality descriptoin,,,,1983,,,Canadian Museum of Nature,CMN 38467,Alan Cooper,,0,,,BS231,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Bone,,Mammoth/Mastodon,,0,,Bone,,Mammoth/Mastodon,6/1/2005,959,,ABC04777,0,Mammoth Bison,Mammuthus? Bison?,,,,,Mommoth? Bison?. scapula frag,,Canada,,,,Not enough information in db,,,,,,,,,UAF/Paleo,3601a,Alan Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,BS199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS199,,,GP0000,,Bone,BS199,,31-May-01,0,0,ABC07359,GP0000,0,Bison,,,Bone,radius               (4/4),(or 3899). Ind  #1,Canada,Canada,BC,,"Fort D'Epinette, Peace River Vy",56.0197222,-120.3816667,From Williams 1978,,,,,,,SFU,3894 (or 3899). Ind  #1,Alan Cooper,,0,,,BS199,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
973,,,BS228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS228,,,GP0000,,Bone,BS228,,31-May-01,0,0,ABC07369,GP0000,0,Bison,,,Bone,Vert spine ,,Alaska,United States,,,"Central AK, #006 Bergson Coll",Not enough information in db,,,,,,,,,UAF/Paleo,V-11-4 ,Alan Cooper,,0,,,BS228,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
974,,,BS241/BOV38.02,,,,BLP47.13,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,DNA Extract,BS241,,,GP0000,,DNA Extract,BS241,,31-May-01,0,0,ABC07351,GP0000,0,Bison,,,DNA Extract,vertebrae,,Canada,Canada,BC,,"McCulloch Stn, Kettle Vy ",49.859406,-119.42363,GE - coordinates for the pub,,,,1922,37347,,UVic,No #,Alan Cooper,,0,,,BS241,31-May-01,200507186,"only DNA extract, bag not found at the ACAD on sept 08 (Bastien Llamas)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
975,,,BS200/BOV23.13,,,+,BLP26.12,,,,,,,,,,,BHC11.10/BHC14.11,,,,,,BHC09.10,,,,SNPs,,Y-100%,,GP0000,,Bone,BS200,Bison - Canada,,GP0000,,Bone,BS200,Bison - Canada,31-May-01,Bison - Canada,0,ABC07362,GP0000,0,Bison,,,Bone,frag long bone,,Canada,Canada,BC,,"Fort D'Epinette, Peace River Vy",56.199,-120.863,From Heinzman et al. 2016 SI data,,,,,,,SFU,6584,Alan Cooper,,Bison - Canada,OxA-10579 C14=145+-37,,BS200,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,SFU,6584,OxA-10579,145±37,146,84,s,AY748530,36.5,BS200/6584,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10579,Modern,145,37,147,-20.6,5.2,,,,,,,,,,,,,,Shapiro,Y
976,M,,BS248,,,,BLP32.11,,,,,,,,0.111000426925,,,BHC27.05,,,,,,,,,,Shotgun/BHC27.05-6.2.17,,,,GP0000,,DNA Extract,BS248,,,GP0000,,DNA Extract,BS248,,31-May-01,0,0,ABC07316,GP0000,0,Bison,crassicornis,,DNA Extract,skull,,Canada,Canada,YT,Old Crow,"Old Crow River, Loc. 11(1)",67.57,-139.08,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1971,,,Canadian Museum of Nature,CMN 33039,Alan and Beth,28-May-00,0,OxA-10546 C1412350+-70,,BS248,31-May-01,200507186,"only DNA extract, bag not found at the ACAD on sept 08 (Bastien Llamas)",,y,y,CMN,CMN 33039,OxA-10546,12350±70,14389,244,n,AY748558,3597.25,BS248/CMN 33039,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10546,Post-LGM,12350,70,14408,-19.7,3.3,,,,,,,,,,,,,,Shapiro,Y
977,F,,BS201,,,,BLP32.12,,,,,,,,0.452674452259,,,BHC26.05,,,,,,,,,,Shotgun/BHC26.05-6.2.17,,Y-85%+,,GP0000,,Bone,BS201,Bison - Canada Yukon,,GP0000,,Bone,BS201,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07345,GP0000,0,Bison,,,Bone,r. humerus   (carn.),,Canada,Canada,,bison cave?,"Dawson City, Yukon Territory, Canada",64.050,-139.423,From Heinzman et al. 2016 SI data,,,,1987,,,Canadian Museum of Nature,CMN 46695,Alan Cooper,,Bison - Canada Yukon,OxA-11197 C14=12960+-60,,BS201,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,CMN,CMN 46695,OxA-11197,12960±60,15525,308,n,AY748531,3881.25,BS201/CMN 46695,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11197,Post-LGM,12960,60,15495,-19.4,2.5,,,,,,,,,,,,,,Shapiro,Y
978,M,,BS244,,,,BLP32.13,,,,,,,,0.49176165047,,,BHC23.09,,,,,,,,,,Shotgun/Shotgun-BHC23.09-3.23.17/BHC23.09-6.2.17,,Y-100%,,GP0000,,Bone,BS244,Bison - Alaska,,GP0000,,Bone,BS244,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07403,GP0000,0,Bison,,,Bone,metax frag,,Alaska,United States,AK,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,,,,UAF/Paleo,V-54-29,Alan Cooper,,Bison - Alaska,OxA-11227 C14=26210+-170,,BS244,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAM,UAMES 5927,OxA-11227,26210±170,"30,918",161,n,AY748554,7729.5,BS244/V-54-29,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11227,Late Pleistocene,26210,170,30497,-21.0,6.2,,,,,,,,,,,,,,Shapiro,Y
979,,,BS174,,,,BLP43.11,,,,,,,,,,,,,,,,,,,,,,,,Same sample as A1045? (Both list BS174). BS174 was used for this library.,GP0000,,Bone,BS174,Bison - USA,,GP0000,,Bone,BS174,Bison - USA,31-May-01,Bison - USA,0,ABC07432,GP0000,0,Bison,,,Bone,frag - isotope study,big - L Pl   head smashed in,,United States,MT,Fort Benton,,47.834414,-110.65827,"GE, cooordinates for town",,,,,,,SFU,290 DhPj1,Alan Cooper,,Bison - USA,<2000,,BS174,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,,Shapiro et al. 2004,UNK,,Holocene,<2000,,,,,,,,,,,,,,,,,,Shapiro,N
980,M,,BS176,,,,BLP35.04,,,,,,,,0.424463256122,,,BHC28.15,,,,,,,,,,Shotgun/BHC28.15-6.2.17,,Y-100%,,GP0000,,Bone,BS176,Bison - Alaska,,GP0000,,Bone,BS176,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07423,GP0000,0,Bison,,,Bone,tibia,,Alaska,United States,,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,,,,UAF/Paleo,V-54-365,Alan Cooper,,Bison - Alaska,OxA-11226 C14=12380+-60,,BS176,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,n,UAM,UAMES 5848,OxA-11226,12380±60,14427,236,n,AY748520,3606.75,BS176/V-54-365,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11226,Post-LGM,12380,60,14451,-20.5,4.0,,,,,,,,,,,,,,Shapiro,Y
981,,,BS234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS234,,,GP0000,,Bone,BS234,,31-May-01,0,0,ABC07404,GP0000,0,Bison,,,Bone,femur frag,,Alaska,United States,,Chicken,Lost Chicken Ck,64.0533333,-141.8766667,Porter 1988,,,,,,,UAF/Paleo,V-54-13,Alan Cooper,,0,,,BS234,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
982,F,,BS173,,,,BLP31.07,,,,,,,,0.559450994716,,,,,,,,,,,,,WMG,,Y-100%,,GP0000,,DNA Extract,BS173,Bison - USA,,GP0000,,DNA Extract,BS173,Bison - USA,31-May-01,Bison - USA,0,ABC07450,GP0000,0,Bison,,,DNA Extract,? leg,hol,United States,United States,WY,,Nat Trap Cave (KU-WY-90),44.897,-108.151,From Heinzman et al. 2016 SI data,,,,,,,UKans,KU 42887,Alan Cooper,,Bison - USA,OxA-11271 C14=3220+-45,,BS173,31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,n,y,KU,KU 42887,OxA-11271,3220±45,"3,438",51,s,AY748518,859.5,BS173/KU 42887,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11271,Holocene,3220,45,3448,-15.0,7.2,,,,,,,,,,,,,,Shapiro,Y
983,M,,BS198/BOV08.13/BOV21.4,,,+/+,BLP15.12/BLP31.08,,,,,,,,0.0128284758155,,,BHC10.02/BHC14.01,,,,,,BHC08.02,,,,SNPs,,Y-100%,,GP0000,,Bone,BS198,Bison - Canada Yukon,,GP0000,,Bone,BS198,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07469,GP0000,0,Bison,,,Bone,skull,"from John Storer_x000B_Jamie Howie, late Holocene skull - need C14 details from R. Farnell",Yukon,Canada,YT,,Braeburn,61.547,-135.826,From Heinzman et al. 2016 SI data,,,,,,,Yukon Government,YDFW,Alan and Beth,9-Aug-00,Bison - Canada Yukon,beta 137731 C14=2460+-40,,BS198,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,YDFW,YG 305.1,Beta 137731,2460±40,2539,103,s,AY748528,634.75,YG,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,Beta,137731,Holocene,2460,40,2549,,,,,,,,,,,,,,,,Shapiro,Y
984,M,,BS223,,,,BLP35.05,,,,,,,,0.0108283140136,,,BHC29.11,,,,,,,,,,Shotgun/BHC29.11-6.2.17,,,,GP0000,,Bone,BS223,Bison - Russia,,GP0000,,Bone,BS223,Bison - Russia,31-May-01,Bison - Russia,0,ABC05192,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,,"Novosibirsk Islands, Zimovye River",Unknown location,,,,,,,,,PIN,BL-0193-15-R,,,Bison - Russia,OxA-11130 C14=53300+-1900,,BS223,31-May-01,200507186,sampled by peggy austrim and allistair pike (11/4/02) - Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS223/BL-0193-15-R,ACAD db/Shapiro et al. 2004,OxA,11130,Late Pleistocene,53300,1900,54122,-20.6,6.2,,,,,,,,,,,,,,Shapiro,Y
985,M,,BS218,,,,BLP35.06,,,,,,,,0.549235236051,,,BHC26.17,,,,,,,,,,Shotgun/BHC26.17-6.2.17,,Y-100%,,GP0000,,Bone,BS218,Bison - Russia,,GP0000,,Bone,BS218,Bison - Russia,31-May-01,Bison - Russia,0,ABC05191,GP0000,0,Bison,,,Bone,tibia,,Siberia,Russia,,"Kolyma lowland, Aloshkina Zaimka",Lower Kolyma,68.6166667,159.1333333,From Vasil'chuk et al. 2004,,,,,,,PIN,PIN 3916-113-24,,,Bison - Russia,OxA-11140 C14=14605+-75,,BS218,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS218/PIN 3916-113-24,ACAD db/Shapiro et al. 2004,OxA,11140,LGM,14605,75,17783,-19.2,7.8,,,,,,,,,,,,,,Shapiro,Y
986,,,BS106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS106,,,GP0000,,Bone,BS106,,31-May-01,0,0,ABC05159,GP0000,0,Bison,,,Bone,metacarpal,"came back as modern cow, then as nothing.  No DNA",Alaska,United States,,,Cripple Creek,65,-148,From location description and Szpak et al. 2010,,,,1938,,,American Museum of Natural History,A-179-2059,Alan and Beth,11-Jan-00,0,,,BS106,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
987,M,,BS212,,,,BLP35.07,,,,,,,,0.014722204177,,,BHC29.12,,,,,,,,,,Shotgun/BHC29.12-6.2.17,,Y-100%,,GP0000,,Bone,BS212,Bison - Russia,,GP0000,,Bone,BS212,Bison - Russia,31-May-01,Bison - Russia,0,ABC07546,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Stanchikovsky Yar,68.275,161.25,Estimated from Murton et al. 2015,,,,7/1/2000,,,ChNRS,CRS-SY-2,Ian Barnes,,Bison - Russia,OxA-10575 C14>55600,,BS212,31-May-01,200507186,peggy austrim - Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS212/CRS-SY-2,ACAD db/Shapiro et al. 2004,OxA,10575,Late Pleistocene,55600,0,,-20.6,8.1,,,,,,,,,,,,,,Shapiro,Y
988,M,,BS209,,,,BLP35.08,,,,,,,,0.0287736602389,,,BHC24.06,,,,,,,,,,Shotgun/Shotgun3.23.17/BHC24.06,,Y-85%+,,GP0000,,Bone,BS209,Bison - Russia,,GP0000,,Bone,BS209,Bison - Russia,31-May-01,Bison - Russia,0,ABC07552,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Duvany Yar,68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,collected from permafrost_x000B_/ChLM,CRS-DY-43,Ian Barnes,1-Jul-00,Bison - Russia,OxA-11192 C14>57700,,BS209,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS209/CRS.DY.43,ACAD db/Shapiro et al. 2004,OxA,11192,Late Pleistocene,57700,0,,-20.8,7.1,,,,,,,,,,,,,,Shapiro,Y
989,M,,BS236,,,,BLP32.14,,,,,,,,0.110420729376,,,BHC26.06,,,,,,,,,,Shotgun/BHC26.06-6.2.17,,Y-100%,,GP0000,,Bone,BS236,Bison - Alaska,,GP0000,,Bone,BS236,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07105,GP0000,0,Bison,,,Bone,femur,,Alaska,United States,,,"Seward Pininsula, Alder Creek",65.063,-166.18,From USGS website - https://mrdata.usgs.gov/ardf/show-ardf.php?ardf_num=TE096,,,,,,,American Museum of Natural History,FAM 32761,Alan and Beth,20-May-00,Bison - Alaska,OxA-11247 C14=19420+-100,,BS236,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,AMNH,FAM 32761,OxA-11247,19420±100,"23,136",253,n,AY748550,5784,BS236/FAM 32761,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11247,LGM,19420,100,23378,-19.8,4.8,,,,,,,,,,,,,,Shapiro,Y
990,M,,BS121,,,,BLP31.09,,,,,,,,0.00696127559435,,,BHC26.04,,,,,,,,,,Shotgun/BHC26.04-6.2.17,,Y-100%,,GP0000,,Bone,BS121,Bison - Alaska,,GP0000,,Bone,BS121,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC03970,GP0000,0,Bison,,,Bone,metacarpal,,Alaska,United States,,Fairbanks,Ester Creek,64.84,-147.96,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1937,,,American Museum of Natural History,A-112-6450,Alan and Beth,11-Jan-00,Bison - Alaska,Guthrie 19360+-280,,BS121,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,AMNH,A-112-6450,NA,19360±280,"23,072",382,n,AY748488,5768,,Shapiro et al. 2004/Heinzman et al. 2016,Guthrie,,LGM,19360,280,23328,,,,,,,,,,,,,,,,Shapiro,Y
991,,,BS141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Horn,BS141,,,GP0000,,Horn,BS141,,31-May-01,0,0,ABC04465,GP0000,0,Bison,priscus,,Horn,horncore,,Canada,Canada,,"Dawson City, YT",,64.06007,-139.432035,"GE, cooordinates for town",,,,,,,Canadian Museum of Nature,CMN CR-71-3,Alan and Beth,28-May-00,0,to be C14,,BS141,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
992,F,,BS163,,,,BLP31.10,,,,,,,,0.34210432563,,,BHC22.01/BHC23.02,,,,,,,,,,Shotgun/Shotgun-BHC23.02-3.23.17/BHC23.02-6.2.17,,Y-100%,,GP0000,,Bone,BS163,Bison - Alaska,,GP0000,,Bone,BS163,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC04603,GP0000,0,Bison,,,Bone,tibia frag,,Alaska,United States,AK,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,,,,UAF/Paleo,V-54-1157,Alan Cooper,,Bison - Alaska,OxA-10543 C14=13240+-75,,BS163,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAM,UAMES 6247,OxA-10543,13240±75,16190,337,n,AY748510,4047.5,BS163/V-54-1157,ACAD db/Shapiro et  al. 2004,OxA,10543,LGM,13240,75,19549,-20.1,3.8,BS163/V-54-1137,OxA,10542,17960,90,-19.0,8.2,,,,,,,Shapiro,Y
993,M,,BS202,,,,BLP35.09,,,,,,,,0.358665055003,,,BHC29.13,,,,,,,,,,Shotgun/BHC29.13-6.2.17,,Y-100%,,GP0000,,Bone,BS202,Bison - Canada,,GP0000,,Bone,BS202,Bison - Canada,31-May-01,Bison - Canada,0,ABC04628,GP0000,0,Bison,,,Bone,L.femur            (2-3/4),big,"Fort D'Epinette, Peace R",,,"Williston Lake, British Columbia, Canada","#1 Williston Lake, H.aRo.T1",55.969,-123.782,From Heinzman et al. 2016 SI data,,,,,,,UVic,#1 Williston Lake,Alan Cooper,,Bison - Canada,OxA-11272 C14=10460+-65,,BS202,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UVic,#1 Williston L.,OxA-11272,10460±65,12382,131,s,AY748532,3095.5,BS202/H.aro.T,ACAD db/Shapiro et al.2004/Heinzman et al. 2016 SI,OxA,11272,Post-LGM,10460,65,12357,-20.0,3.6,,,,,,,,,,,,,,Shapiro,Y
994,,,BS171,,,,BLP43.05/BLP43.12,,,,,,,,,,,,,,,,,,,,,,,,"Same sample as BS238? BS171 was used in BLP43.05, BS238 was used in BLP43.12",GP0000,,Bone,BS238 / BS171,Bison - Alaska,,GP0000,,Bone,BS238 / BS171,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07519,GP0000,0,Bison,,,Bone,skull,duplicate sample - some confusion over _x000B_male_x000B_Bs238 is in separate bag to bs171 both have this ABC number,Alaska,United States,,,Chalkyitsik,Unknown location,,,,,,1972,,,UAF/Paleo,A-191,Alan and Beth,1-Sep-00,Bison - Alaska,sent for C14,,BS238 / BS171,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,,Shapiro et al. 2004,Beta,136731,Holocene,4390,70,5020,,,,,,,,,,,,,,,,Shapiro,Y
995,M,,BS206,,,,BLP35.10,,,,,,,,0.307135632959,,,BHC29.14,,,,,,,,,,Shotgun/BHC29.14-6.2.17,,Y-100%,,GP0000,,Bone,BS206,Bison - Russia,,GP0000,,Bone,BS206,Bison - Russia,31-May-01,Bison - Russia,0,ABC07547,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Bolshoi-Homoos-Uriakh River,71.16,153.45,Lorenzen et al. 2014 SI,,,,7/1/2000,,,collected from permafrost_x000B_/ChNRS,CRS-IC-30,Ian Barnes,1-Jul-00,Bison - Russia,OxA-11194 C14=23780+-140,,BS206,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS206/CRS.IC.30,ACAD db/Shapiro et al. 2004,OxA,11194,LGM,23780,140,27861,-19.6,8.1,,,,,,,,,,,,,,Shapiro,Y
