ACAD Sample Number,Genetic Sex,Sample QC'd in Online db & lab work files?,Extraction,Est. Amt. of Extract left,Bone left?,PCR,LibraryPrep,Est. Amt. of Post-Bst library left in tram barn,P5 Adapter Sequence,P7 Adapter Sequence,Tapestation File,Post-cleanup Concentration,Shotgun Sequencing Run,Sequencing Index,Shotgun Screening %Endogenous,Shotgun Screening %Clonality,Est. Amt. of PCR-amplified Library left in Darling,Capture Mito,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,WMG Capture Sequencing Run,Sequencing Index,Capture 10k,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,SNP Capture Sequencing Run,Sequencing Index,WMG?,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Date of entry into ACAD,ACAD Location,Sample Number,ABC/Oxford Sample Number,Group Number,Sample Description,Genus,Species,Sub species,Category of Sample,Sample Details,Sample Notes,Region,Country,State,Locality,Specific Location,Latitude,Longitude,How location was obtained,Datum,Collection Details,Collection Notes,Date Collected,Collected by,Quality,Museum Name,Museum Accession Number,Sampled by,Date Sampled,ACAD Location,Carbon Date,Mismatch reason,Extracted By/ Date,Date of entry into ACAD,Import permit #,Notes,Sample repatriated,Bone left?,DNA extract?,Museum,Accn. No.,Radiocarbon Accn. No.,Age ,Cal,SE,N/S,Genbank #,# gens,Sample Reference,Date Source,Centre,Centre_num,Stage,Date,Error,OxCal4.2 Int13 Mean calBP,del13      ,del15      ,Sample Reference,Centre,Centre_num,Date,Error,del13      ,del15      ,Centre,Centre_num,Date,Error,del13      ,del15      ,Shapiro?,Shapiro Success?
16190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS 1115; Same as A16191,GP0464,content of occlusal gap,"dental calculus, plant",,,ACS 1115,GP0464,content of occlusal gap,"dental calculus, plant",,,27.07.214,0,ACS 1115,,GP0464,content of occlusal gap,Bison,priscus,,"dental calculus, plant",light brown partial maxillar - 5th upper left maxillar - drilled for occlusal content (less dirt than previous three),,Yukon,Canada,YT,Dawson,Lindon creek,63.9611111,-139.1988889,**Assuming this is actually Lindow creek. From Yukon Placer Mining Industry 2010-2014,,,,7/22/2014,?,,(YPP) Yukon Paleontology Program,300.5,Cooper/Soubrier,,0,,,,27.07.214,"IP13007163, IP13012073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS 1117,GP0464,Whole tooth (lower left molar 5),,,,ACS 1117,GP0464,Whole tooth (lower left molar 5),,,,27.07.214,0,ACS 1117,,GP0464,Whole tooth (lower left molar 5),Bison,priscus,,0,partial maxilar - light brown - whole tooth taken to be processed in trambarn for content of occlusal gap,,Yukon,Canada,YT,Dawson,Lindon creek,63.9611111,-139.1988889,**Assuming this is actually Lindow creek. From Yukon Placer Mining Industry 2010-2014,,,,7/22/2014,?,,(YPP) Yukon Paleontology Program,300.45,Cooper/Soubrier,,0,,,,27.07.214,"IP13007163, IP13012075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS 1118,GP0464,Parital maxilar (6 molars),"bone, tooth",,,ACS 1118,GP0464,Parital maxilar (6 molars),"bone, tooth",,,27.07.214,0,ACS 1118,,GP0464,Parital maxilar (6 molars),Bison,priscus,,"bone, tooth",partial maxilar - dark brown with 6 molars - whole sample taken to be processed in trambarn for content of occlusal gaps,,Yukon,Canada,YT,Dawson,Goldbottom creek,63.933387,-138.966263,Zazula et al. 2006,,,,7/22/2014,?,,(YPP) Yukon Paleontology Program,479.24,Cooper/Soubrier,,0,,,,27.07.214,"IP13007163, IP13012076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16203,,,Get notes from Kieren,,,,Get notes from Kieren,,,,,,,,,,,,,,,,,,,,,Get notes from Kieren,,Y-85%+,ACS1139,GP0465,"astragalus. Very light tan - very differtan from others, not ""overly heavy"", slight burning smell upon sampling. 515-520W/505-510N. 1 ft down",Bone,,,ACS1139,GP0465,"astragalus. Very light tan - very differtan from others, not ""overly heavy"", slight burning smell upon sampling. 515-520W/505-510N. 1 ft down",Bone,KM 24.03.15,4ºC,8/8/2014,,ACS1139,,GP0465,"astragalus. Very light tan - very differtan from others, not ""overly heavy"", slight burning smell upon sampling. 515-520W/505-510N. 1 ft down",Camelops,hesternus,,Bone,,,,USA,Wyoming,Lovell,,,,,,,,8/4/2014,Alan Cooper/Laura Weyrich,2/4,,NTC14-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1140,GP0465,Petrosal bone,Bone,,4ºC,ACS1140,GP0465,Petrosal bone,Bone,,4ºC,08.08.214,4ºC,ACS1140,,GP0465,Petrosal bone,?,,,Bone,,Took whole sample,,USA,Wyoming,Lovell,Natural Trap Cave,44.9733333,-108.1930556,Wikipedia/GeoHack,,515-520W/505-510N,2 ft down,"August 4, 2014",Alan Cooper/Laura Weyrich,-,,NTC14-09,,,4ºC,,,,08.08.214,"IP13007163, IP13012087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1146,GP0465,Calcaneous,Bone,,4ºC,ACS1146,GP0465,Calcaneous,Bone,,4ºC,08.08.214,4ºC,ACS1146,,GP0465,Calcaneous,Bison?,,,Bone,,"""SW corner of grid under the calcite layer""",,USA,Wyoming,Lovell,Natural Trap Cave,44.9733333,-108.1930556,Wikipedia/GeoHack,,540-545W/480-485N,30-40 cm below surface,"August 4, 2014",Alan Cooper/Laura Weyrich,2/4,,NTC14-15,,,4ºC,,,,08.08.214,"IP13007163, IP13012093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1156,GP0465,Petrosal bone,Bone,,4ºC,ACS1156,GP0465,Petrosal bone,Bone,,4ºC,08.08.214,4ºC,ACS1156,,GP0465,Petrosal bone,?,,,Bone,,"""SW corner of grid under the calcite layer""",,USA,Wyoming,Lovell,Natural Trap Cave,44.9733333,-108.1930556,Wikipedia/GeoHack,,540-545W/480-485N,30-40 cm below surface,"August 4, 2014",Alan Cooper/Laura Weyrich,-,,NTC14-25,,,4ºC,,,,08.08.214,"IP13007163, IP13012103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1159,GP0465,Calcaneum,Bone,,4ºC,ACS1159,GP0465,Calcaneum,Bone,,4ºC,08.08.214,4ºC,ACS1159,,GP0465,Calcaneum,Bison,,,Bone,,Golden inside,,USA,Wyoming,Lovell,Natural Trap Cave,44.9733333,-108.1930556,Wikipedia/GeoHack,,540-545W/480-485N,30-40 cm below surface,"August 4, 2014",Alan Cooper/Laura Weyrich,2/4,,NTC14-28,,,4ºC,,,,08.08.214,"IP13007163, IP13012106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16255,M,,BOV01.06/BOV01.13/BOV13.01,,,+,BLP01.06/BLP02.06/BLP19.01,,,,,,,,,,,,,,,,,,,,,Shotgun,,,ACS 1190,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,ACS 1190,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,,walk-in freezer,ACS 1190,,GP0466,Petrosal bone - partial,Bison,latifrons,,Bone,"1/2 skull and horn core, measuring 6.25 inch diameter. Outer fragment of petrosal removed with dremel and chisel.","Specimen loaned to U Kans and returned - hence museum number. Massive horn core and sweep, clearly latifrons. Specimen brought into UNSM by individual 'Sternberg' - no locality on skull. Used paleo air hose to cut with carborundum, slight burning smell, but relatively neutral. Bone looks to be 2/4 - definitely worth AMS date and hybridisation enrichment.",Nebraska?,United States of America,,,Sternberg specimen,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,2/4,UNSM,Kans 1115,,,walk-in freezer,,,BOV01.06/BOV01.13/BOV13.01,30-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16256,,,BOV13.02,,,+,BLP19.02,,,,,,,,,,,BHC27.19,,,,,,,,,,BHC27.19-6.2.17,,,ACS 1191,GP0466,Humerus,Bone,,walk-in freezer,ACS 1191,GP0466,Humerus,Bone,,walk-in freezer,,walk-in freezer,ACS 1191,,GP0466,Humerus,Bison,antiquus ?,,Bone,"Site is fossiliferous gravel pit - mostly 12-10 kyr. Light tan, good smell. ","Mammoth from site dated and DNA analysed. Dates around 21-10kyr, some at 33k. Slight burning around cut - hash mark in mid bone. Not through to marrow cavity.",Nebraska,United States of America,,,Red Willow Site - gravel pits,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,3/4,UNSM,46340,,,walk-in freezer,,,BOV13.02,30-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16257,,,BOV13.03,,,+,BLP19.03,,,,,,,,,,,BHC27.20,,,,,,,,,,BHC27.20-6.2.17,,Y-85%+,ACS 1192,GP0466,Humerus,Bone,,walk-in freezer,ACS 1192,GP0466,Humerus,Bone,,walk-in freezer,,walk-in freezer,ACS 1192,,GP0466,Humerus,Bison,antiquus ?,,Bone,"Milburn bison - 'Big Blue' - field number 10969-69. Mid brown, but with good preservation. ",? complete specimen.,Nebraska,United States of America,,,Milburn,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,2-3/4,UNSM,36506,,,walk-in freezer,,,BOV13.03,30-Dec-99,,"Bone crushed by Aidan Byrne, active Ceo of the Australian Research Council (21/08/2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16258,,,BOV13.04,,,+,BLP19.04,,,,,,,,,,,BHC27.21,,,,,,,,,,BHC27.21-6.2.17,,,ACS 1193,GP0466,Pre-molar tooth root,Tooth,,walk-in freezer,ACS 1193,GP0466,Pre-molar tooth root,Tooth,,walk-in freezer,,walk-in freezer,ACS 1193,,GP0466,Pre-molar tooth root,Bison,antiquus - older ?,,Tooth,"Upper right maxilla, fragmentary. 3 molars - good preservation. Used dremel to remove lower part of 1 of 3 roots of premolar. ","Site is potentially important, as mammoth from same has been AMS dated at 33kyr, and generated DNA - Jake Enk. ",Nebraska,United States of America,,,Trenton Reservoir,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,3/4,UNSM,22-74,,,walk-in freezer,,,BOV13.04,30-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16259,,,BOV13.05,,,+,BLP19.05,,,,,,,,,,,BHC27.22,,,,,,,,,,BHC27.22-6.2.17,,,ACS 1194,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,ACS 1194,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,,walk-in freezer,ACS 1194,,GP0466,Petrosal bone - partial,Bison,antiquus ?,,Bone,"Half skull, and upturned single core. Dark staining, relatively lightweight. Small horn core - rapid upturn.",Cm-3 on label.,Nebraska,United States of America,,,?,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,2/4,UNSM,30997,,,walk-in freezer,,,BOV13.05,30-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16260,,,BOV13.06,,,+,BLP19.06,,,,,,,,,,,BHC27.23,,,,,,,,,,BHC27.23-6.2.17,,Y-100%,ACS 1195,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,ACS 1195,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,,walk-in freezer,ACS 1195,,GP0466,Petrosal bone - partial,Bison,antiquus ?,,Bone,"Small horn core, skull and both cores complete. Light staining","Mrs CH Hess, Fullerton, NE. West point, East pit. 1959",Nebraska,United States of America,,,Fullerton,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,2/4,UNSM,"Un-numbered - West point, East pit",,,walk-in freezer,,,BOV13.06,30-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16261,,,BOV13.08,,,+,BLP19.08,,,,,,,,,,,BHC27.24,,,,,,,,,,BHC27.24-6.2.17,,,ACS 1196,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,ACS 1196,GP0466,Petrosal bone - partial,Bone,,walk-in freezer,,walk-in freezer,ACS 1196,,GP0466,Petrosal bone - partial,Bison,antiquus ?,,Bone,"Small horn core, skull and both cores complete. Mid brown staining.","Brownville, by Mr Otis Adams. Dark staining",Nebraska,United States of America,,,Brownville,41.492538,-99.901813,GE*,,,,"August 5, 2014",Alan Cooper,2/4,UNSM,39-68,,,walk-in freezer,,,BOV13.08,30-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTC14-149,GP0498,Bison antiquus,Bone,,ACAD 20C,NTC14-149,GP0498,Bison antiquus,Bone,,ACAD 20C,03.06.2015,ACAD 20C,NTC14-149,,GP0498,Bone,Bison,antiquus,,Bone,,,,USA,,Natural Trap Cave,Natural Trap Cave,44.973333,-108.193056,Estimated from locality description,WGS84,,,,,,,,,,ACAD 20C,,,0,03.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTC14-200,GP0498,Bison antiquus,Bone,,ACAD 20C,NTC14-200,GP0498,Bison antiquus,Bone,,ACAD 20C,03.06.2015,ACAD 20C,NTC14-200,,GP0498,Bone,Bison,antiquus,,Bone,,,,USA,,Natural Trap Cave,Natural Trap Cave,44.973333,-108.193056,Estimated from locality description,WGS84,,,,,,,,,,ACAD 20C,,,0,03.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17295,,,BOV23.01,,,+,BLP26.01,,,,,,,,,,,BHC10.16,,,,,,BHC08.16,,,,SNPs,,Y-100%,ACS1240; Same as A17296,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1240,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17295,ACS1240,,GP0502,Bison petrosal,bison,Bison,antiquus,Bone,"WHS-1 Woodburn High School petrosal partial, WHS-1","Large adult bison skull, dark brown staining from shallow drainage channel adjacent to school. Different staining from entire specimen dated at 13kyr. Very dense petrosal , hard to fragment with chisel and screwdriver. Tried LHS multiple shots and got only flakes. Reverted to RHS and finally got large chunk. Will need to AMS date as 10 yards away from entire skeleton dated at 13kyr and mentioned in QR publication. This sample consists of detritus that fragmented during petrosal collection.",,USA,Oregon,Woodburn,Immediately adjacent to WHS,45.153333,-122.847778,Estimated from locality description (coordinates for the Woodburn High School),WGS84,,,08/01/15,,3/4,,WHS-1,AC,30/6/15,ACAD 4C - bag on shelf labelled GP502,,,BOV23.01,05.08.15,,,,,,,,,,,,,,,ACS1240,ACAD db,OxA,34570,Post-LGM,11320,50,13172,-20.9,7.1,,,,,,,,,,,,,,,
17297,,,BOV41.14,,,,BLP49.07,,,,,,,,,,,,,,,,,,,,,,,,ACS1242,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1242,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17297,ACS1242,,GP0502,Bison petrosal,bison,Bison,antiquus,Bone,"WHS-2 BA-112 Woodburn High School whole specimen minus skull, dated at 13kyr and reported in QR. Infected bone from metatarsal.","Section of free-floating bone apparently from site of massive bone infection on rear RH leg (see photo). Massive inflammation and bone growth with suppuation. Potentially bite or similar leading to infection and bone hypertrophy. This sample (BA-99) appears to be free-floating chunk of infected bone. Infection was from top of metatarsal (joint with tibia) - massive infection. Should be run as microbial metagenome. Handled without gloves, so needs bleach or EDTA pre-treatment. Same specimen as ACS 1242",,USA,Oregon,Woodburn,Immediately adjacent to WHS,45.153333,-122.847778,Estimated from locality description (coordinates for the Woodburn High School),WGS84,,,08/01/15,,2/4,,BA-112,AC,30/6/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,Gilmour et al. 2015 QR,UCIAMS,78133 X,Post-LGM,"11,300",40,13178,-21,6.6,,AA,87430 U1,"11,320",120,,,AA,87430 S1/87431 U2e/87431 S2e,11310/11470/11460,110/100/120,,,,
17298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-112,GP0502,Bison wound growth,Bone,,ACAD 4C - bag on shelf labelled GP502,BA-112,GP0502,Bison wound growth,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17298,BA-112,,GP0502,Bison wound growth,,,,Bone,,,,,,,,Not enough information in db,,,,,,,,,,,,,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1244,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1244,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17299,ACS1244,,GP0502,Bison petrosal,bison,Bison,sp,Bone,"Bison skull base, Little Blanche ","Petrosal practice, whole petrosal came loose. Specimen at RT since collection. Sampled at RV ",,Canada,Yukon,Little Blanche Ck,Outwash - bone Maidens,63.8161111,-139.05,Preece et al. 2000,,,,23/6/15,,"2/4 bone, petrosal good",,,AC/KM - RV,4/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1248,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1248,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17303,ACS1248,,GP0502,Bison petrosal,bison,Bison,sp,Bone,"Petrosal, Independence Ck","Independence Ck, RHS, light brown staining, 3 days out of ice, deep penetration of grey into petrosals. To get more cream Kieren tried driving whole petrosal into skull.",,Canada,Yukon,Independence Ck,"In section, RHS of cut",63.9833333,-139.0352778,From Yukon Placer Mining Industry 2007-2009,,,,2/7/15,,3-4/4,,,AC/KM - with Diane,5/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1255,GP0502,Bison femur,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1255,GP0502,Bison femur,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17305,ACS1255,,GP0502,Bison femur,bison,Bison,sp,Bone,"Femur, Canyon Ck ","Canyon Ck outwash, femur - monitoring at Canyon Ck finished 2 July, 2015",,Canada,Yukon,"Canyon Ck, Quartz Ck","Upper section, outwash. This section presumably younger than lower section with 90k Sheep Ck tephra. Many carnivores. Last year mammoth mandible.",63.825,-139.0741667,From Yukon Placer Mining Industry 2007-2009,,,,5/7/15,,3/4,,,AC/KM - RV,5/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1256,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1256,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17307,ACS1256,,GP0502,Bison petrosal,bison,Bison,sp,Bone,"Petrosal, partial skull, Little Blanche Ck","Basiooccipital, only one petrosal present, dark staining, with not much white in the petrosal. About 1m under Dawson tephra",,Canada,Yukon,Little Blanche Ck,Outwash,63.8161111,-139.05,Preece et al. 2000,,,,5/7/15,,3/4,,,AC/KM - RV,5/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1249,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1249,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17310,ACS1249,,GP0502,Bison petrosal,bison,Bison,sp,Bone,"Petrosal, Independence Ck","Petrosal from skull plus horn cores out for several years in carpark. Heavily weathered outer, better cream inner. Larger split of petrosla than 1248.",,Canada,Yukon,Independence Ck,"Unknown, several years ago",63.9833333,-139.0352778,From Yukon Placer Mining Industry 2007-2009,,,,,,2-3/4,,,AC/KM - with Diane,5/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1254,GP0502,Bison metatarsal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1254,GP0502,Bison metatarsal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17311,ACS1254,,GP0502,Bison metatarsal,bison,Bison,sp,Bone,"Metatarsal, Canyon Ck","Canyon Ck outwash, eroded and weathered on one side, delaminated and creamy on the other.  - monitoring at Canyon Ck finished 2 July, 2015",,Canada,Yukon,"Canyon Ck, Quartz Ck","Upper section, outwash. This section presumably younger than lower section with 90k Sheep Ck tephra. Many carnivores. Last year mammoth mandible.",63.825,-139.0741667,From Yukon Placer Mining Industry 2007-2009,,,,5/7/15,,3-4/4,,,AC/KM - RV,5/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1265,GP0502,Bison premolar,Tooth,,ACAD 4C - bag on shelf labelled GP502,ACS1265,GP0502,Bison premolar,Tooth,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17313,ACS1265,,GP0502,Bison premolar,bison,Bison,sp,Tooth,"Maxilla, PM2 root","Light tan and weathered, ripped out on flat slope - Dawson Tephra present. Mosquito's while sampling back of car!! Day trip to 60 Mile, Chuck McDougals old place - Harrington's collection.",,Canada,Yukon,"Glacier Ck, Sixty Mile",Ripped mound,64.0377778,-140.8230556,From Yukon Placer Mining Industry 2007-2009,,,,6/7/15,,3/4,,,AC/KM ripped,6/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1304,GP0502,Bison bone,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1304,GP0502,Bison bone,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17323,ACS1304,,GP0502,Bison bone,Bison,Bison,sp,Bone,"Long bone, Canyon Ck Upper","Dark brown staining, sampled tan coloured section at one end. Chewed at both ends, femur? Humnerus? Smells OK",,Canada,Yukon,"Canyon Ck, upper",,63.8319444,-139.0458333,From Yukon Placer Mining Industry 2007-2009,,,,,,,,,KM,,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1305,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1305,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17324,ACS1305,,GP0502,Bison petrosal,Bison,Bison,sp,Bone,Petrosal from skull in independence Ck,"RHS of cut, independence Ck. Mammoth below wood in general, bison above in mud ",,Canada,Yukon,Independence Ck,,63.9833333,-139.0352778,From Yukon Placer Mining Industry 2007-2009,,,,00/7/2015,,,,,AC/KM,11/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1306,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1306,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17325,ACS1306,,GP0502,Bison petrosal,Bison,Bison,sp,Bone,Petrosal from skull in independence Ck,"RHS of cut, independence Ck. Mammoth below wood in general, bison above in mud ",,Canada,Yukon,Independence Ck,,63.9833333,-139.0352778,From Yukon Placer Mining Industry 2007-2009,,,,00/7/2015,,,,,AC/KM,11/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1307,GP0502,Bison tooth,Tooth,,ACAD 4C - bag on shelf labelled GP502,ACS1307,GP0502,Bison tooth,Tooth,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17326,ACS1307,,GP0502,Bison tooth,Bison,Bison,sp,Tooth,"Tooth root, Independence Ck","Bison mandible, same layer as ACS 1305/1306. ",,Canada,Yukon,Independence Ck,,63.9833333,-139.0352778,From Yukon Placer Mining Industry 2007-2009,,,,00/7/2015,,,,,AC/KM,11/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS1276,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1276,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17328,ACS1276,,GP0502,Bison petrosal,Bison,Bison,sp,Bone,"Petrosal from partial skull, Upper Quartz Ck","Vivianite, weathered grey. Dick Mol, Grant Z, Eric ?",,Canada,Yukon,"Upper Quartz Ck, outwash",,63.8166667,-139.0333333,From Debruyne et al. 2008 SI,,,,10/7/15,,3/4,,,AC/KM,10/7/15,ACAD 4C - bag on shelf labelled GP502,,,0,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17329,,,BOV25.13,,,contaminated?,,,,,,,,,,,,,,,,,,,,,,,,,ACS1277,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,ACS1277,GP0502,Bison petrosal,Bone,,ACAD 4C - bag on shelf labelled GP502,05.08.15,17329,ACS1277,,GP0502,Bison petrosal,Bison,Bison,sp,Bone,"Petrosal from whole skull, Thistle Ck","Nancy Shcmidt house, Thistle Ck Ennis bench ~97/98? Light tan 3/4. Given the colour wonder if the previous description (near Airport at Quartz Ck camp site might not be accurate). 1997/1998 - not known",,Canada,Yukon,"Thistle Ck, Ennis Bench",,63.0666667,-139.3166667,From Debruyne et al. 2008 SI,,,,00/00/97,,3/4,,,AC/KM,10/7/15,ACAD 4C - bag on shelf labelled GP502,,,BOV25.13,05.08.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
