A100	0.0588776	0.0603404
A101	0.0324791	0.0221192
A102	0.0427056	0.0359692
A104	0.0432856	0.0326143
A105	0.120976	0.127122
A107	0.0737327	0.0635618
A109	0.0756702	0.0941658
A112	0.0376131	0.0431458
A113	0.0255447	0.0551278
A114	0.0249861	0.0242915
A115	0.0598839	0.0524246
A116	0.0470297	0.0853099
A117	0.0571515	0.0636984
A11725	0.0741301	0.101449
A11726	0.299213	0.391544
A11727	0.2	0.111111
A119	0.0316574	0.0412655
A120	0.117182	0.0673966
A123	0.0333664	0.0210286
A127	0.0806068	0.0137615
A130	0.0875969	0.10355
A131	0.00596949	0.010395
A132	0.0114044	0.00596801
A133	0.0123372	0.0102529
A134	0.0205832	0.0164794
A135	0.0359147	0.0511509
A136	0.00809188	0.0108724
A137	0.0141218	0.00857981
A138	0.0269293	0.0232673
A139	0.0202429	0.0234604
A140	0.0173306	0.00955161
A141	0.0138889	0.0178117
A142	0.0354864	0.0284397
A143	0.0561798	0.0116279
A144	0.0825688	0.0252101
A145	0.0233553	0.00770673
A146	0.00780511	0.0169005
A147	0.0155912	0.0102564
A154	0.011782	0.015361
A155	0.0100659	0.0105748
A156	0.0116279	0.0151266
A16509	0.097561	0.192157
A16510	0.0564379	0.0439883
A16511	0.0544662	0.0901163
A1673	0.047956	0.112631
A1674	0.153941	0.069404
A1675	0.125118	0.140307
A1676	0.0974832	0.122942
A1678	0.0855615	0.0700152
A1679	0.123919	0.0672043
A1680	0.127273	0.132353
A1681	0.0962723	0.115753
A1682	0.0948718	0.126206
A1683	0.12606	0.0539912
A169	0.050567	0.0818414
A171	0.08	0.0403882
A173	0.0947712	0.0397836
A1731	0.0879299	0.0519795
A1745	0.0887676	0.0987234
A1746	0.0323374	0.0270768
A1747	0.0380952	0.0344828
A1748	0.029971	0.0385864
A1750	0.0627416	0.0694538
A1752	0.0201681	0.0169014
A1753	0.0249095	0.0676341
A1754	0.136132	0.107433
A1755	0.0759413	0.0268388
A1756	0.0523293	0.0714791
A1757	0.0934524	0.0603063
A1758	0.0401338	0.046595
A176	0.0616481	0.0434435
A1760	0.0489098	0.0495078
A1761	0.0422269	0.068305
A1769	0.0785809	0.0415544
A177	0.0520833	0.0543478
A1770	0.0756757	0.0328159
A1771	0.0455992	0.0641427
A1772	0.0951932	0.0340211
A1773	0.087482	0.0314583
A182	0.109423	0.0761729
A186	0.0372027	0.0592089
A191	0.0903226	0.0969793
A1917	0.0958479	0.126008
A1918	0.0850889	0.15846
A1919	0.0207469	0.0585106
A192	0.146238	0.0786067
A1920	0.0641067	0.061817
A1921	0.0755045	0.0423947
A1922	0.0860832	0.108346
A1925	0.0976645	0.119013
A1927	0.0649954	0.0572233
A1933	0.129073	0.07061
A1939	0.0416667	0.127586
A1941	0.0520863	0.0578818
A1942	0.0236267	0.0222486
A1943	0.0253234	0.0345073
A1944	0.02432	0.00963149
A1945	0.0638889	0.0260712
A1946	0.0455998	0.0782731
A195	0.078681	0.0857354
A290	0.05	0.0338164
A293	0.0497977	0.0258522
A295	0.0646067	0.0735786
A302	0.0269006	0.0154211
A303	0.065873	0.115036
A306	0.0469048	0.0572735
A307	0.0510585	0.0833333
A311	0.0540541	0.0487805
A312	0.136049	0.0779874
A316	0.0515351	0.0513393
A323	0.0996299	0.0868407
A325	0.0412371	0.044586
A331	0.0582701	0.0652706
A338	0.0629139	0.0246711
A339	0.0643489	0.0527859
A341	0.168792	0.156973
A347	0.0735653	0.0322295
A3643	0.0848647	0.0901344
A3644	0.0618557	0.0495778
A3645	0.0602764	0.0840108
A3646	0.0538543	0.156137
A3647	0.0957874	0.130836
A3648	0.079567	0.0661265
A3649	0.0593279	0.0911594
A3650	0.063668	0.0531136
A3651	0.0747209	0.066739
A3927	0.05	0.0851064
A3928	0.0972973	0.073119
A3929	0.0307692	0.0373832
A3930	0.140845	0.130435
A3931	0.0509091	0.170732
A3932	0.0707547	0.049505
A407	0.0668543	0.125822
A409	0.0510481	0.101207
A4098	0.125694	0.12572
A411	0.0508475	0.041989
A420	0	0
A5390	0.031139	0.0250168
A5391	0.00983781	0.01279
A5392	0.0374888	0.0153036
A5393	0.0339623	0.0424049
A5394	0.00928382	0.0157135
A5883	0.0468208	0.0535177
A5889	0.152086	0.0781207
A95	0.0264293	0.0141085
A96	0.133698	0.0454928
A97	0.0742549	0.0322868
A99	0.0163369	0.0333855
